Email,Name,ID,Section,Gender,Age,Department,Study_Hours_per_Week,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
vivaan.das179@gmail.com,Vivaan Das,STU100179,E,Female,19,Mathematics,20.4,80.6,62.81,71.46,72.32,63.94,58.2,72.99,69.51,C
ishita.das180@gmail.com,Ishita Das,STU100180,B,Female,24,Engineering,15.6,75.04,58.74,55.97,59.39,60.14,49.93,68.03,60.26,C
aditya.kumar181@gmail.com,Aditya Kumar,STU100181,D,Female,17,Mathematics,19.2,78.78,53.49,71.69,72.55,54.97,56.0,73.67,66.63,C
reyansh.roy182@gmail.com,Reyansh Roy,STU100182,C,Female,18,Business,18.1,78.81,57.5,62.55,64.1,58.88,45.29,71.81,63.09,C
sai.gupta183@gmail.com,Sai Gupta,STU100183,D,Female,20,Business,18.8,84.6,56.58,70.42,64.35,57.8,56.4,74.32,66.58,C
aadhya.roy184@gmail.com,Aadhya Roy,STU100184,D,Female,19,Engineering,26.6,89.91,53.46,75.56,72.81,73.57,70.23,83.72,72.52,B
ananya.sharma185@gmail.com,Ananya Sharma,STU100185,A,Female,24,CS,14.4,73.67,45.3,57.05,60.67,58.08,44.76,65.11,57.2,C
sai.gupta186@gmail.com,Sai Gupta,STU100186,E,Female,22,CS,17.0,78.36,57.95,51.59,64.29,61.37,45.47,67.79,59.74,C
navya.das187@gmail.com,Navya Das,STU100187,B,Female,21,Business,18.2,71.97,54.19,56.85,62.93,53.9,40.0,73.99,59.32,C
arjun.chatterjee188@gmail.com,Arjun Chatterjee,STU100188,C,Female,17,Business,24.5,84.75,56.28,73.93,79.67,69.68,59.11,76.66,71.45,B
aadhya.verma189@gmail.com,Aadhya Verma,STU100189,A,Female,18,Engineering,10.9,68.97,49.3,47.8,57.45,62.92,42.62,66.12,54.75,D
aadhya.verma190@gmail.com,Aadhya Verma,STU100190,E,Male,19,Business,24.1,87.14,73.74,70.39,69.73,62.23,52.88,78.6,71.77,B
krishna.verma191@gmail.com,Krishna Verma,STU100191,E,Male,22,CS,17.0,79.27,54.78,64.3,64.8,63.48,49.0,71.63,63.85,C
myra.singh192@gmail.com,Myra Singh,STU100192,E,Male,18,Business,27.9,87.99,71.57,76.33,74.86,72.17,63.44,89.54,76.58,B
shaurya.chatterjee193@gmail.com,Shaurya Chatterjee,STU100193,C,Female,17,Mathematics,17.2,77.98,52.62,65.83,66.98,69.93,57.27,74.17,65.39,C
vihaan.kumar194@gmail.com,Vihaan Kumar,STU100194,B,Male,21,Mathematics,23.6,84.84,59.98,62.81,76.68,68.01,54.04,87.14,69.04,C
riya.iyer195@gmail.com,Riya Iyer,STU100195,E,Male,21,Mathematics,26.6,82.78,62.77,81.95,82.12,75.68,55.47,89.04,76.98,B
sara.iyer196@gmail.com,Sara Iyer,STU100196,A,Female,18,Engineering,21.8,80.25,64.39,69.78,69.85,60.22,52.83,80.93,69.07,C
krishna.chatterjee197@gmail.com,Krishna Chatterjee,STU100197,D,Female,21,Engineering,36.2,92.19,73.78,81.79,92.72,69.78,62.84,93.61,81.9,B
shaurya.sharma198@gmail.com,Shaurya Sharma,STU100198,E,Male,23,Mathematics,10.6,69.65,45.25,65.98,60.64,54.28,44.29,70.67,59.61,C
sai.das199@gmail.com,Sai Das,STU100199,C,Female,19,Mathematics,21.7,80.86,66.36,65.37,68.73,72.2,52.73,81.11,69.24,C
krishna.verma200@gmail.com,Krishna Verma,STU100200,E,Male,18,CS,23.8,83.13,63.67,79.24,74.76,74.9,59.03,79.97,74.47,B
riya.roy201@gmail.com,Riya Roy,STU100201,B,Female,21,Business,21.4,80.02,60.81,72.73,70.35,63.07,45.81,73.05,68.44,C
vihaan.iyer202@gmail.com,Vihaan Iyer,STU100202,A,Male,18,Engineering,13.0,72.51,51.9,59.26,66.08,58.8,60.61,72.67,61.5,C
aadhya.iyer203@gmail.com,Aadhya Iyer,STU100203,A,Male,20,Engineering,5.0,61.95,42.45,51.04,50.06,48.63,41.81,59.59,50.42,D
reyansh.singh204@gmail.com,Reyansh Singh,STU100204,D,Female,17,Business,19.6,81.48,57.11,73.18,76.63,67.38,52.89,80.76,70.48,B
diya.verma205@gmail.com,Diya Verma,STU100205,C,Male,17,Business,16.8,79.04,62.46,64.57,68.38,55.56,43.99,64.7,64.25,C
reyansh.iyer206@gmail.com,Reyansh Iyer,STU100206,B,Female,17,Mathematics,22.7,88.26,61.93,72.41,77.29,61.93,53.67,81.62,71.57,B
anika.chatterjee207@gmail.com,Anika Chatterjee,STU100207,B,Female,18,Engineering,14.2,78.6,54.25,55.98,61.29,55.3,45.73,67.01,59.22,C
aarav.verma208@gmail.com,Aarav Verma,STU100208,B,Female,19,Business,32.8,87.95,71.66,73.73,85.46,83.11,64.73,97.18,79.33,B
aadhya.sharma209@gmail.com,Aadhya Sharma,STU100209,D,Male,18,Business,15.5,75.19,57.55,65.58,66.55,61.33,55.95,71.74,64.79,C
aarav.das210@gmail.com,Aarav Das,STU100210,C,Female,21,CS,30.0,92.93,72.28,79.69,70.49,68.99,54.56,92.45,77.1,B
ananya.gupta211@gmail.com,Ananya Gupta,STU100211,A,Male,21,Mathematics,33.3,95.38,77.92,83.03,91.57,75.9,59.39,87.79,83.1,B
vivaan.kumar212@gmail.com,Vivaan Kumar,STU100212,E,Male,19,Mathematics,27.7,85.75,75.85,79.33,81.2,70.79,57.31,89.15,78.58,B
ananya.roy213@gmail.com,Ananya Roy,STU100213,C,Female,18,Mathematics,16.2,73.31,60.01,63.38,70.84,64.58,55.57,71.19,65.33,C
sai.sharma214@gmail.com,Sai Sharma,STU100214,A,Male,20,Engineering,31.9,90.63,68.31,77.55,87.52,72.55,64.2,94.13,78.99,B
reyansh.gupta215@gmail.com,Reyansh Gupta,STU100215,D,Male,24,Mathematics,20.7,85.36,69.16,75.38,69.67,68.35,64.59,78.24,73.32,B
shaurya.patel216@gmail.com,Shaurya Patel,STU100216,E,Male,19,Mathematics,11.6,71.84,47.3,68.33,68.44,51.0,45.07,66.35,61.4,C
krishna.patel217@gmail.com,Krishna Patel,STU100217,B,Male,21,Engineering,23.1,84.1,58.92,65.93,77.11,62.54,53.1,79.34,68.38,C
aadhya.iyer218@gmail.com,Aadhya Iyer,STU100218,C,Female,21,CS,24.6,84.81,61.2,75.39,68.3,77.14,55.12,77.42,71.79,B
anika.iyer219@gmail.com,Anika Iyer,STU100219,D,Male,24,CS,23.5,83.1,70.04,67.93,76.3,73.33,60.54,81.3,72.63,B
ishita.das220@gmail.com,Ishita Das,STU100220,E,Female,20,Engineering,20.4,77.54,67.17,62.07,74.95,65.18,53.53,72.99,67.55,C
anika.sharma221@gmail.com,Anika Sharma,STU100221,E,Female,23,Engineering,14.3,76.32,54.07,53.97,67.41,60.3,47.21,66.66,59.8,C
arjun.sharma222@gmail.com,Arjun Sharma,STU100222,A,Male,21,Engineering,20.5,76.08,55.92,64.83,71.84,63.95,59.2,76.41,66.01,C
vihaan.sharma223@gmail.com,Vihaan Sharma,STU100223,A,Female,22,CS,15.3,74.99,64.83,58.6,60.42,62.24,50.29,69.26,62.77,C
vivaan.gupta224@gmail.com,Vivaan Gupta,STU100224,C,Male,21,Engineering,28.3,85.07,65.28,73.65,82.83,66.75,56.05,88.83,74.44,B
vihaan.das225@gmail.com,Vihaan Das,STU100225,E,Female,21,Engineering,18.7,81.06,49.22,63.41,62.74,49.75,50.24,73.96,61.27,C
aditya.sharma226@gmail.com,Aditya Sharma,STU100226,D,Male,19,Mathematics,20.2,80.9,66.97,71.85,70.15,64.61,54.7,75.19,70.28,B
myra.gupta227@gmail.com,Myra Gupta,STU100227,B,Female,24,Engineering,10.7,70.94,46.37,56.77,71.01,59.68,48.68,66.03,59.05,C
ishita.das228@gmail.com,Ishita Das,STU100228,D,Female,20,Mathematics,7.6,70.22,44.82,51.74,60.98,53.38,43.88,59.68,54.16,D
vivaan.chatterjee229@gmail.com,Vivaan Chatterjee,STU100229,A,Female,18,CS,11.0,69.0,46.21,51.19,57.08,54.88,50.43,56.61,53.73,D
sai.sharma230@gmail.com,Sai Sharma,STU100230,D,Male,19,CS,15.7,82.06,56.96,61.77,54.99,48.97,44.59,74.11,60.91,C
aadhya.iyer231@gmail.com,Aadhya Iyer,STU100231,A,Male,22,CS,25.2,81.92,58.01,63.71,78.03,67.51,58.88,83.84,68.69,C
ira.roy232@gmail.com,Ira Roy,STU100232,D,Female,24,Business,25.6,82.91,61.3,68.62,79.16,71.83,59.32,78.75,71.04,B
ananya.gupta233@gmail.com,Ananya Gupta,STU100233,B,Female,22,Mathematics,20.9,84.09,68.78,67.49,74.36,61.05,49.2,75.05,69.64,C
vivaan.das234@gmail.com,Vivaan Das,STU100234,C,Male,18,Mathematics,22.2,83.91,60.3,62.9,74.11,60.52,52.07,79.5,67.04,C
ira.roy235@gmail.com,Ira Roy,STU100235,D,Female,21,Engineering,18.8,79.53,57.53,73.05,67.89,58.82,50.12,71.31,67.08,C
diya.verma236@gmail.com,Diya Verma,STU100236,B,Female,24,CS,29.7,87.75,67.54,81.13,79.41,59.55,65.28,89.37,76.69,B
arjun.singh237@gmail.com,Arjun Singh,STU100237,B,Female,21,CS,27.5,85.6,72.12,78.75,73.42,70.27,74.21,83.63,76.72,B
ishaan.gupta238@gmail.com,Ishaan Gupta,STU100238,C,Female,20,Mathematics,10.1,73.24,48.29,51.53,66.67,51.21,61.02,72.19,57.83,C
aditya.roy239@gmail.com,Aditya Roy,STU100239,E,Male,18,Engineering,18.8,83.99,65.17,62.93,74.89,62.39,59.3,67.95,67.55,C
aarav.gupta240@gmail.com,Aarav Gupta,STU100240,A,Male,18,Business,16.2,79.85,57.25,65.2,65.66,59.83,59.59,74.27,65.23,C
ishaan.verma241@gmail.com,Ishaan Verma,STU100241,D,Female,21,Mathematics,29.5,91.15,66.79,82.49,76.66,64.07,61.17,91.45,77.33,B
riya.singh242@gmail.com,Riya Singh,STU100242,A,Female,19,Mathematics,24.3,86.7,67.19,78.26,77.3,65.11,48.04,86.3,74.73,B
arjun.verma243@gmail.com,Arjun Verma,STU100243,C,Female,18,Business,23.4,87.1,62.14,69.58,79.35,63.73,51.63,80.65,70.93,B
anika.verma244@gmail.com,Anika Verma,STU100244,A,Female,18,Engineering,14.4,69.4,56.63,57.41,65.96,55.4,50.26,77.91,61.23,C
shaurya.iyer245@gmail.com,Shaurya Iyer,STU100245,B,Female,17,Business,18.1,73.71,61.2,72.09,67.84,57.19,50.12,68.85,66.52,C
ananya.sharma246@gmail.com,Ananya Sharma,STU100246,E,Female,21,Mathematics,19.6,80.72,62.83,70.27,71.25,61.76,56.55,77.12,69.12,C
navya.singh247@gmail.com,Navya Singh,STU100247,D,Male,24,Mathematics,21.4,76.08,73.85,64.26,73.2,56.74,64.61,77.5,69.29,C
riya.das248@gmail.com,Riya Das,STU100248,E,Male,21,CS,6.8,68.8,58.34,56.58,56.17,51.14,46.15,57.22,57.09,C
riya.gupta249@gmail.com,Riya Gupta,STU100249,A,Male,23,Mathematics,27.4,92.42,62.3,85.63,81.98,69.71,58.89,80.91,77.69,B
vivaan.sharma250@gmail.com,Vivaan Sharma,STU100250,A,Male,21,Engineering,16.2,73.41,55.22,71.03,68.9,57.96,51.53,66.63,65.07,C
ishita.sharma251@gmail.com,Ishita Sharma,STU100251,D,Female,21,Mathematics,19.7,83.85,54.17,79.38,78.73,58.4,54.39,81.79,71.58,B
reyansh.chatterjee252@gmail.com,Reyansh Chatterjee,STU100252,E,Male,23,CS,9.1,66.43,49.62,63.23,61.79,56.54,53.79,67.15,59.86,C
aarav.patel253@gmail.com,Aarav Patel,STU100253,B,Female,22,Engineering,31.9,90.56,69.22,74.36,79.23,67.37,54.99,87.83,75.36,B
arjun.singh254@gmail.com,Arjun Singh,STU100254,E,Male,18,Engineering,20.6,83.06,61.16,73.76,64.95,68.98,60.85,74.13,69.76,C
myra.gupta255@gmail.com,Myra Gupta,STU100255,A,Male,21,Business,22.5,86.62,60.31,71.3,73.65,57.07,55.93,79.65,69.63,C
aarav.kumar256@gmail.com,Aarav Kumar,STU100256,A,Female,17,Engineering,16.6,74.94,48.45,63.77,69.73,61.8,59.21,79.22,63.84,C
riya.verma257@gmail.com,Riya Verma,STU100257,B,Female,24,Engineering,18.5,75.62,60.43,71.68,75.91,66.35,52.6,75.1,69.31,C
sara.singh258@gmail.com,Sara Singh,STU100258,C,Female,21,Mathematics,27.8,87.41,74.96,77.96,76.26,75.31,61.29,93.61,78.52,B
ira.roy259@gmail.com,Ira Roy,STU100259,D,Female,21,CS,16.2,73.07,49.9,61.81,70.55,56.54,49.7,66.78,61.23,C
sai.gupta260@gmail.com,Sai Gupta,STU100260,C,Male,17,Mathematics,15.7,78.29,61.1,66.04,57.7,51.79,51.41,70.52,63.32,C
aarav.das261@gmail.com,Aarav Das,STU100261,B,Male,24,Engineering,18.5,79.41,61.05,67.46,69.6,66.26,50.23,69.87,66.96,C
ishita.gupta262@gmail.com,Ishita Gupta,STU100262,D,Male,18,Engineering,25.8,83.2,61.33,73.07,76.85,69.73,56.35,93.86,73.21,B
ira.gupta263@gmail.com,Ira Gupta,STU100263,C,Male,22,Engineering,22.2,77.85,57.82,72.59,71.94,57.08,59.19,86.27,69.21,C
ananya.chatterjee264@gmail.com,Ananya Chatterjee,STU100264,E,Female,23,Mathematics,24.0,86.07,69.29,73.35,72.07,64.32,56.97,78.81,72.44,B
sara.gupta265@gmail.com,Sara Gupta,STU100265,D,Male,19,Engineering,15.2,75.07,54.61,55.75,67.44,54.86,43.18,66.81,59.6,C
vivaan.roy266@gmail.com,Vivaan Roy,STU100266,B,Male,19,Engineering,18.7,85.19,60.95,69.36,65.87,60.87,53.06,78.1,67.95,C
navya.das267@gmail.com,Navya Das,STU100267,A,Female,19,Engineering,22.9,83.33,53.84,75.14,76.31,65.93,52.1,79.46,70.23,B
sai.roy268@gmail.com,Sai Roy,STU100268,D,Male,23,CS,19.1,80.34,62.23,71.95,64.81,64.29,53.33,74.04,68.29,C
ishaan.patel269@gmail.com,Ishaan Patel,STU100269,C,Male,19,CS,17.8,78.14,55.69,62.56,71.25,58.99,50.64,68.7,63.71,C
sara.chatterjee270@gmail.com,Sara Chatterjee,STU100270,B,Female,23,Business,10.3,70.61,46.35,59.53,57.46,61.99,46.71,64.73,57.82,C
diya.iyer271@gmail.com,Diya Iyer,STU100271,C,Female,19,Business,22.6,78.77,70.42,67.04,71.52,63.87,56.57,75.25,69.54,C
anika.das272@gmail.com,Anika Das,STU100272,A,Female,18,Business,24.6,84.01,64.36,75.13,68.07,71.28,64.98,81.77,72.58,B
arjun.kumar273@gmail.com,Arjun Kumar,STU100273,C,Male,18,CS,22.4,83.25,70.18,77.62,67.5,61.8,46.4,80.98,72.37,B
ananya.gupta274@gmail.com,Ananya Gupta,STU100274,C,Female,23,Mathematics,32.2,93.09,74.59,79.72,76.6,79.16,68.32,83.41,79.3,B
vivaan.roy275@gmail.com,Vivaan Roy,STU100275,C,Female,24,Mathematics,28.0,85.74,65.9,79.76,82.3,71.45,56.09,87.01,76.68,B
vivaan.kumar276@gmail.com,Vivaan Kumar,STU100276,E,Female,22,Business,23.7,82.33,66.31,73.5,74.38,66.41,65.74,81.09,72.74,B
riya.chatterjee277@gmail.com,Riya Chatterjee,STU100277,C,Female,23,Engineering,21.8,84.32,67.33,71.62,72.29,58.27,55.12,74.43,70.25,B
vivaan.das278@gmail.com,Vivaan Das,STU100278,A,Female,24,Business,9.4,66.24,47.06,50.61,63.74,54.05,53.75,67.28,55.6,C
ishita.verma279@gmail.com,Ishita Verma,STU100279,A,Male,18,Business,25.8,85.97,76.38,79.99,72.39,65.03,65.2,76.04,76.1,B
vivaan.gupta280@gmail.com,Vivaan Gupta,STU100280,D,Male,20,CS,28.7,86.24,73.17,77.3,85.26,70.05,60.82,85.26,77.81,B
vivaan.sharma281@gmail.com,Vivaan Sharma,STU100281,A,Female,20,Mathematics,22.2,79.74,67.52,75.98,68.28,66.22,51.81,79.99,71.73,B
diya.das282@gmail.com,Diya Das,STU100282,B,Male,22,Business,16.4,71.24,67.2,61.57,63.52,62.7,54.76,73.71,64.94,C
krishna.roy283@gmail.com,Krishna Roy,STU100283,D,Female,23,Mathematics,21.3,79.35,62.9,72.22,79.24,57.25,56.55,75.86,70.21,B
navya.verma284@gmail.com,Navya Verma,STU100284,D,Female,23,CS,15.3,79.26,63.0,56.2,64.36,62.23,51.16,75.2,63.34,C
vihaan.verma285@gmail.com,Vihaan Verma,STU100285,C,Male,20,Engineering,21.2,85.28,70.0,74.34,67.97,70.41,53.47,75.17,72.26,B
diya.roy286@gmail.com,Diya Roy,STU100286,B,Male,18,Engineering,14.5,69.41,57.7,62.92,68.18,54.05,49.63,71.88,62.66,C
myra.singh287@gmail.com,Myra Singh,STU100287,B,Female,19,CS,5.0,71.14,52.93,50.73,53.27,50.37,61.81,57.41,54.78,D
sai.gupta288@gmail.com,Sai Gupta,STU100288,A,Female,22,Business,8.8,70.25,52.67,52.57,65.82,46.19,51.01,66.47,57.02,C
aadhya.chatterjee289@gmail.com,Aadhya Chatterjee,STU100289,A,Male,18,Mathematics,18.9,84.32,56.19,71.51,67.68,62.08,57.9,75.49,67.93,C
anika.patel290@gmail.com,Anika Patel,STU100290,B,Female,20,Mathematics,16.4,71.27,63.24,50.0,67.5,57.67,45.25,70.78,60.01,C
krishna.gupta291@gmail.com,Krishna Gupta,STU100291,A,Male,23,Engineering,18.4,81.58,55.02,72.02,64.76,58.92,52.71,78.7,66.88,C
aadhya.patel292@gmail.com,Aadhya Patel,STU100292,B,Male,24,Mathematics,26.9,85.77,69.16,69.67,73.78,66.35,67.55,81.76,72.56,B
riya.iyer293@gmail.com,Riya Iyer,STU100293,D,Male,20,Mathematics,23.0,82.25,72.99,61.01,68.83,70.43,57.69,83.29,69.7,C
sara.das294@gmail.com,Sara Das,STU100294,A,Female,19,CS,25.4,82.86,78.14,65.01,70.94,63.4,62.82,96.12,73.15,B
reyansh.verma295@gmail.com,Reyansh Verma,STU100295,B,Female,18,Business,11.6,67.78,46.17,45.0,58.39,52.38,50.52,61.63,52.2,D
anika.gupta296@gmail.com,Anika Gupta,STU100296,C,Female,24,Business,28.1,86.17,65.4,75.74,78.27,69.36,61.9,94.88,75.68,B
ishita.iyer297@gmail.com,Ishita Iyer,STU100297,B,Female,17,CS,15.5,76.36,55.02,51.65,68.45,53.36,57.64,67.57,59.38,C
anika.gupta298@gmail.com,Anika Gupta,STU100298,D,Female,17,Mathematics,5.0,66.74,53.64,56.68,53.71,54.44,42.51,58.44,55.88,C
aditya.das299@gmail.com,Aditya Das,STU100299,E,Male,24,Engineering,9.3,71.15,53.0,53.99,58.76,55.03,40.0,65.25,56.76,C
ira.verma300@gmail.com,Ira Verma,STU100300,C,Female,21,Engineering,17.1,75.11,57.34,58.08,61.65,58.36,53.03,75.42,61.68,C
reyansh.sharma301@gmail.com,Reyansh Sharma,STU100301,B,Female,19,CS,11.9,70.03,54.47,51.4,60.19,48.89,44.88,63.86,55.86,C
ira.gupta302@gmail.com,Ira Gupta,STU100302,A,Male,17,Business,26.3,87.91,61.1,76.07,77.8,71.62,54.18,88.27,74.2,B
sai.kumar303@gmail.com,Sai Kumar,STU100303,B,Female,24,Mathematics,21.6,88.6,60.92,70.97,72.73,73.76,51.49,70.91,70.29,B
aadhya.patel304@gmail.com,Aadhya Patel,STU100304,C,Female,22,Mathematics,24.1,87.14,66.99,70.23,74.06,64.42,59.87,78.76,71.6,B
krishna.kumar305@gmail.com,Krishna Kumar,STU100305,B,Female,24,Mathematics,13.8,71.04,45.45,61.82,59.0,54.31,56.37,67.53,58.59,C
shaurya.iyer306@gmail.com,Shaurya Iyer,STU100306,D,Male,22,Engineering,22.2,81.09,62.66,73.71,69.2,64.98,58.4,73.39,69.89,C
ishaan.gupta307@gmail.com,Ishaan Gupta,STU100307,A,Male,17,Engineering,26.3,85.55,66.05,73.99,82.63,69.17,63.34,83.32,74.77,B
vivaan.roy308@gmail.com,Vivaan Roy,STU100308,A,Female,18,Mathematics,22.3,81.33,57.26,68.41,71.94,71.32,55.76,77.79,68.6,C
myra.kumar309@gmail.com,Myra Kumar,STU100309,B,Female,17,Mathematics,20.8,84.67,62.99,69.32,76.55,57.28,61.04,79.87,70.11,B
ananya.sharma310@gmail.com,Ananya Sharma,STU100310,E,Male,21,Business,31.0,90.15,78.91,76.89,79.81,78.38,54.33,92.02,79.59,B
ananya.singh311@gmail.com,Ananya Singh,STU100311,D,Female,21,Mathematics,19.4,77.41,54.68,69.66,71.83,57.02,53.03,77.27,66.43,C
riya.iyer312@gmail.com,Riya Iyer,STU100312,E,Male,24,Engineering,24.5,89.95,74.24,68.99,70.89,74.15,57.51,83.28,73.79,B
vivaan.das313@gmail.com,Vivaan Das,STU100313,E,Male,19,Business,26.7,89.75,62.22,79.44,85.37,85.84,53.12,79.69,77.27,B
shaurya.roy314@gmail.com,Shaurya Roy,STU100314,E,Female,17,Mathematics,15.6,74.76,59.0,60.41,61.18,56.27,47.8,68.97,61.49,C
sai.verma315@gmail.com,Sai Verma,STU100315,D,Female,21,Business,15.8,77.58,47.9,61.73,69.68,63.78,54.23,76.52,63.05,C
myra.das316@gmail.com,Myra Das,STU100316,E,Female,17,CS,22.7,83.27,58.3,75.52,66.62,73.58,49.88,87.27,71.21,B
aditya.verma317@gmail.com,Aditya Verma,STU100317,E,Male,22,CS,21.4,82.46,62.96,70.04,65.38,69.78,56.11,83.45,69.78,C
ira.gupta318@gmail.com,Ira Gupta,STU100318,B,Male,20,CS,13.2,74.72,59.18,59.82,62.49,57.3,48.25,75.08,62.28,C
aditya.das319@gmail.com,Aditya Das,STU100319,B,Female,21,CS,12.0,70.97,50.33,47.73,63.02,49.52,58.2,67.26,55.52,C
anika.verma320@gmail.com,Anika Verma,STU100320,C,Female,22,CS,35.8,96.65,68.18,84.46,83.47,72.16,54.89,93.73,80.49,B
aarav.chatterjee321@gmail.com,Aarav Chatterjee,STU100321,B,Female,24,Engineering,23.6,79.71,69.19,72.03,77.33,65.56,60.96,83.62,72.98,B
anika.singh322@gmail.com,Anika Singh,STU100322,B,Female,20,Mathematics,21.4,77.95,66.18,65.58,75.34,61.81,61.94,76.78,68.96,C
navya.roy323@gmail.com,Navya Roy,STU100323,C,Female,20,Engineering,10.6,68.76,55.03,59.26,63.93,51.9,42.52,70.53,59.62,C
aditya.das324@gmail.com,Aditya Das,STU100324,E,Male,17,Mathematics,18.9,79.73,61.27,67.51,61.84,66.69,48.85,79.17,66.78,C
vihaan.das325@gmail.com,Vihaan Das,STU100325,E,Female,19,CS,27.0,90.77,63.92,72.18,81.27,76.33,61.65,85.46,74.97,B
sara.patel326@gmail.com,Sara Patel,STU100326,C,Female,22,CS,23.6,84.89,63.54,68.36,76.67,65.39,53.96,79.18,70.36,B
aadhya.sharma327@gmail.com,Aadhya Sharma,STU100327,C,Female,17,Business,16.1,76.89,53.95,65.23,65.08,61.14,40.0,73.94,63.32,C
ira.roy328@gmail.com,Ira Roy,STU100328,A,Male,18,Business,25.4,86.61,69.38,61.88,66.77,68.13,58.17,91.5,69.99,C
navya.roy329@gmail.com,Navya Roy,STU100329,B,Male,19,CS,21.8,79.29,61.02,75.14,69.97,76.32,52.87,77.57,71.2,B
myra.singh330@gmail.com,Myra Singh,STU100330,B,Female,18,Mathematics,17.2,75.68,66.3,54.04,62.09,61.86,55.94,75.35,62.87,C
anika.gupta331@gmail.com,Anika Gupta,STU100331,B,Female,18,CS,28.0,90.98,66.53,74.29,80.0,69.43,54.21,89.07,75.25,B
ira.gupta332@gmail.com,Ira Gupta,STU100332,C,Female,24,Business,19.0,77.62,67.49,66.71,66.48,58.95,44.03,74.45,66.79,C
krishna.roy333@gmail.com,Krishna Roy,STU100333,A,Female,22,Mathematics,19.1,80.59,61.77,68.97,66.38,58.64,53.46,78.33,67.43,C
sara.iyer334@gmail.com,Sara Iyer,STU100334,A,Female,24,CS,21.5,81.9,61.65,66.85,70.45,57.21,46.73,74.41,66.64,C
ira.das335@gmail.com,Ira Das,STU100335,B,Female,22,Engineering,18.8,67.87,58.42,60.33,71.76,65.98,56.75,73.04,64.08,C
shaurya.chatterjee336@gmail.com,Shaurya Chatterjee,STU100336,C,Male,21,CS,23.1,79.21,61.98,76.59,69.7,65.2,50.76,81.47,70.96,B
ira.iyer337@gmail.com,Ira Iyer,STU100337,C,Male,18,Business,11.0,77.16,57.35,64.79,65.96,52.58,47.38,69.06,63.05,C
aarav.chatterjee338@gmail.com,Aarav Chatterjee,STU100338,B,Male,17,CS,8.7,67.53,47.91,49.31,59.96,54.91,44.74,63.91,54.24,D
anika.kumar339@gmail.com,Anika Kumar,STU100339,A,Male,23,Engineering,12.3,68.92,46.39,61.4,54.99,59.39,52.15,70.76,58.46,C
ira.singh340@gmail.com,Ira Singh,STU100340,A,Male,19,Mathematics,22.9,85.14,66.0,75.93,77.89,64.49,53.22,73.45,72.63,B
sai.patel341@gmail.com,Sai Patel,STU100341,D,Female,21,CS,14.8,70.67,58.08,47.15,69.33,59.9,51.02,73.56,59.12,C
krishna.kumar342@gmail.com,Krishna Kumar,STU100342,B,Female,18,Engineering,26.8,85.72,60.75,72.12,81.21,64.24,61.56,85.39,72.58,B
ishita.gupta343@gmail.com,Ishita Gupta,STU100343,D,Male,18,Mathematics,15.6,77.71,48.28,65.25,60.27,62.96,54.86,70.33,62.11,C
riya.sharma344@gmail.com,Riya Sharma,STU100344,A,Female,17,CS,18.0,75.59,60.75,61.51,65.01,51.55,45.82,71.97,62.56,C
anika.iyer345@gmail.com,Anika Iyer,STU100345,C,Male,22,Business,30.5,92.67,78.06,66.87,83.26,73.3,71.02,85.79,76.89,B
vivaan.sharma346@gmail.com,Vivaan Sharma,STU100346,A,Male,22,Business,17.7,79.29,56.35,67.79,69.19,57.63,40.0,69.22,64.6,C
sai.das347@gmail.com,Sai Das,STU100347,B,Male,17,Mathematics,19.9,80.44,67.55,66.95,70.7,59.94,60.07,76.48,68.89,C
shaurya.gupta348@gmail.com,Shaurya Gupta,STU100348,C,Female,21,CS,10.8,70.8,57.13,57.43,65.21,63.09,57.82,69.37,61.65,C
reyansh.sharma349@gmail.com,Reyansh Sharma,STU100349,C,Female,18,Engineering,21.2,81.59,55.3,73.03,68.44,63.64,53.87,75.36,67.99,C
sai.roy350@gmail.com,Sai Roy,STU100350,C,Female,20,Business,12.0,72.67,45.29,62.71,63.46,66.42,42.73,71.49,60.58,C
ananya.sharma351@gmail.com,Ananya Sharma,STU100351,A,Female,23,Mathematics,18.5,82.9,53.09,68.14,71.19,56.99,43.36,74.96,65.39,C
riya.patel352@gmail.com,Riya Patel,STU100352,E,Male,17,CS,25.9,82.82,62.79,71.92,80.77,66.91,60.75,87.19,72.98,B
vivaan.sharma353@gmail.com,Vivaan Sharma,STU100353,A,Male,19,CS,25.5,83.84,54.41,81.17,70.68,72.82,68.62,76.41,72.57,B
arjun.roy354@gmail.com,Arjun Roy,STU100354,E,Female,17,Business,24.2,88.0,63.93,75.92,77.16,77.25,60.13,80.49,74.71,B
ira.kumar355@gmail.com,Ira Kumar,STU100355,D,Female,19,Mathematics,26.8,87.12,55.93,74.83,80.28,60.26,58.35,88.08,72.14,B
aarav.das356@gmail.com,Aarav Das,STU100356,E,Female,18,Mathematics,21.7,79.95,54.11,66.27,71.87,59.73,64.45,81.9,66.87,C
diya.singh357@gmail.com,Diya Singh,STU100357,D,Male,18,Mathematics,26.7,86.34,65.87,76.37,77.51,75.21,72.93,83.89,75.9,B
aarav.gupta358@gmail.com,Aarav Gupta,STU100358,B,Female,22,Business,22.4,83.57,58.72,71.75,79.34,63.13,45.84,83.07,70.44,B
